,scene_id,class,start,goal,rx,ry
0,scene-9,agent,5-12_C_8,4-11_C_3,"[4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4704, 4595, 4477, 4358, 4239, 4121, 4002, 3883, 3764, 3652, 3639, 3638, 3638]","[6422, 6526, 6630, 6733, 6837, 6941, 7045, 7149, 7242, 7256, 7257, 7257, 7257, 7257, 7257, 7257, 7257, 7242, 7152, 7049, 6947]"
