,scene_id,class,start,goal,rx,ry
0,scene-3,agent,4-11_C_21,4-11_C_33,"[3638, 3638, 3638, 3638, 3638, 3638, 3638, 3638, 3638, 3638, 3638, 3638, 3638]","[5094, 4991, 4889, 4786, 4683, 4580, 4477, 4374, 4271, 4168, 4065, 3962, 3859]"
