,scene_id,class,start,goal,rx,ry
0,scene-6,agent,5-6_C_17,0-1_C_45,"[6556, 6666, 6773, 6793, 6793, 6793, 6793, 6793, 6793, 6793, 6793, 6793, 6793, 6792, 6789, 6755, 6671, 6570, 6468, 6365, 6262, 6159]","[7257, 7257, 7257, 7358, 7467, 7576, 7686, 7794, 7904, 8013, 8122, 8232, 8341, 8450, 8558, 8654, 8696, 8703, 8703, 8703, 8703, 8703]"
