,scene_id,class,start,goal,rx,ry
0,scene-2,agent,5-6_C_0,5-6_C_7,"[4704, 4807, 4916, 5025, 5135, 5244, 5353, 5463]","[7242, 7257, 7257, 7257, 7257, 7257, 7257, 7257]"
