,scene_id,class,start,goal,rx,ry
0,scene-5,agent,5-12_C_18,5-12_C_3,"[4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690]","[5383, 5487, 5591, 5695, 5799, 5902, 6006, 6110, 6214, 6318, 6422, 6526, 6630, 6733, 6837, 6941]"
