,scene_id,class,start,goal,rx,ry
0,scene-10,agent,"(1523, 2453)","(2415, 4202)","[2363, 2639, 2915, 3191, 3467, 3743, 4019, 4295]","[2354, 2354, 2354, 2354, 2354, 2354, 2354, 2354]"
