,scene_id,class,start,goal,rx,ry
0,scene-8,agent,0-1_C_50,0-1_C_38,"[6671, 6570, 6468, 6365, 6262, 6159, 6057, 5954, 5851, 5748, 5646, 5543, 5440]","[8696, 8703, 8703, 8703, 8703, 8703, 8703, 8703, 8703, 8703, 8703, 8703, 8703]"
