,scene_id,class,start,goal,rx,ry
0,scene-4,agent,3-4_C_4,2-7_C_2,"[2849, 2732, 2632, 2549, 2446, 2338, 2225, 2112, 1999, 1885, 1772, 1658, 1552, 1535, 1535]","[7257, 7257, 7217, 7250, 7241, 7256, 7257, 7257, 7258, 7258, 7258, 7258, 7250, 7138, 7019]"
