,scene_id,class,start,goal,rx,ry
0,scene-0,agent,5-12_C_30,11-12_C_8,"[4690, 4690, 4690, 4690, 4690, 4690, 4690, 4690, 4714, 4614, 4503]","[4137, 4033, 3929, 3825, 3721, 3617, 3513, 3409, 3327, 3316, 3314]"
