,scene_id,class,start,goal,rx,ry
0,scene-1,agent,"(2354, 3191)","(2354, 5123)","[2354, 2354, 2354, 2354, 2354, 2354, 2354, 2354]","[3191, 3467, 3743, 4019, 4295, 4571, 4847, 5123]"
