,scene_id,class,start,goal,rx,ry
0,scene-7,agent,12-13_C_4,14-15_C_31,"[5143, 5252, 5361, 5470, 5579, 5687, 5796, 5905, 6014, 6123, 6231, 6340, 6449, 6558, 6667, 6773, 6793, 6793, 6793, 6793, 6793, 6792, 6757, 6673, 6574, 6471, 6368, 6265, 6162, 6059, 5957, 5854, 5751, 5648, 5545, 5442, 5339, 5237, 5134, 5031, 4928, 4825, 4722]","[3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3314, 3315, 3195, 3069, 2941, 2814, 2686, 2559, 2446, 2401, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394, 2394]"
